Id,First Name,Last Name,Stars,Position,Archetype,Overall,Height,Weight,School,Hometown,State,Carrying,Agility,Catching,Zone Coverage,Man Coverage,Football IQ,Kick Accuracy,Kick Power,Pass Block,Pass Rush,Punt Accuracy,Punt Power,Route Running,Run Block,Run Defense,Speed,Strength,Tackle,Throw Power,Throw Accuracy,Injury,Stamina,Discipline,Academic,Free Agency,Personality,Recruiting,Work Ethic,Progression,Potential,Year,Team,Redshirt,JerseyNum
1119,Eddie,Wisniewski,3,OT,Run Blocking,43,77,303,Ayala,Chino Hills,CA,19,22,15,19,21,34,6,4,33,17,3,5,3,53,17,25,56,20,10,11,25,52,58,Average,Average,Average,Prefers to play for a recent national championship winner,Average,57,B+,4,83,FALSE,
1237,Jon,Bishop,3,C,Pass Blocking,40,77,280,Boerne,Boerne,TX,15,24,12,11,17,31,8,10,53,20,2,7,8,27,14,25,58,13,17,10,72,49,39,Average,Championship seeking,Teamwork,Prefers to play for a team where he can start immediately,Average,37,C+,4,83,FALSE,
1771,Leonel,Watkins,3,FS,Zone Coverage,40,70,194,Osceola,Seminole,FL,16,49,20,55,35,34,6,9,5,6,8,11,9,4,32,52,17,33,14,12,49,66,44,Average,Average,Disruptive,Average,Average,47,B-,4,83,FALSE,
1828,Kevin,Whalen,3,ILB,Coverage,39,74,221,Newburgh Free Academy,Newburgh,NY,13,38,22,48,44,29,2,5,8,23,4,9,5,9,43,52,40,48,14,13,74,36,38,Average,Average,Irrational,Average,Average,40,C+,4,83,FALSE,
1990,Anthony,Garcia,2,SS,Run Stopper,34,71,216,St. Charles Catholic,LaPlace,LA,13,38,15,31,31,23,4,3,11,5,5,9,7,6,32,51,31,34,12,8,49,41,59,Average,Average,Average,Prefers to play in a different state,Track Athlete,48,C+,4,83,FALSE,
2236,Joe,Harrison,2,K,Balanced,34,71,191,Hamilton,Hamilton,AL,17,17,16,14,11,28,33,38,9,11,8,13,8,10,7,12,5,11,11,10,53,51,40,Average,Average,Average,Is going to school mainly for academics,Average,50,B-,4,83,FALSE,
1291,Cody,Stubbs,3,DE,Run Stopper,38,75,288,Cedar Shoals,Athens,GA,15,28,15,16,22,30,11,6,9,31,0,1,9,2,46,46,43,47,10,13,50,47,43,Average,Highest bidder,Average,Average,Hard-working,30,C,4,83,FALSE,
1435,Robert,Morgan,3,WR,Speed,40,72,194,Jefferson,Tampa,FL,27,36,43,19,11,25,6,12,12,7,4,5,32,13,10,70,19,9,10,10,45,3,56,Average,Market-driven,Average,Average,Average,35,C-,4,83,FALSE,
1586,Dante,Okoronkwo,3,OT,Pass Blocking,40,76,296,Riverdale,Fort Myers,FL,13,23,19,14,13,29,4,3,51,14,1,2,6,32,15,23,52,20,13,15,34,76,52,Average,Average,Average,Average,Average,44,C,4,83,FALSE,
1745,Archie,Zamora,3,RB,Balanced,39,70,213,Pandora-Gilboa,Pandora,OH,34,41,30,15,15,27,9,11,32,7,3,5,0,7,8,68,29,12,17,17,53,56,55,Never Studies,Average,Average,Average,Focuses on Max Weight,34,C,4,83,FALSE,
2327,Evan,Murray,2,QB,Field General,34,72,212,Brookwood,Snellville,GA,11,14,12,10,12,45,10,5,5,6,10,7,5,10,10,36,15,13,38,36,28,48,84,Average,Championship seeking,Average,Average,Average,55,B-,4,83,FALSE,
2382,Evan,Acho,2,OG,Balanced,38,76,297,Bear River,Grass Valley,CA,11,20,13,11,10,29,8,12,39,8,7,8,8,40,13,19,48,13,14,12,61,31,59,Studies hard,Average,Introvert,Average,Average,52,B-,4,83,FALSE,
2476,Tucker,Gattis,2,CB,Ball Hawk,36,70,191,Northeast,Pasadena,MD,14,39,37,35,34,24,4,3,5,10,9,8,7,1,10,51,16,18,11,5,70,2,75,Average,Average,Disloyal,Prefers to play for a specific coach,Average,51,B-,4,83,FALSE,
2623,Greg,Posey,2,ILB,Coverage,34,73,236,Escambia Academy,Atmore,AL,15,33,15,37,43,23,6,12,10,18,4,9,11,4,39,47,36,42,12,7,41,45,54,Average,Average,Average,Average,Track Athlete,47,C+,4,83,FALSE,
5031,Kenny,Perez,4,DT,Pass Rusher,41,76,282,Swain County,Bryson City,NC,19,43,20,15,22,33,13,14,15,39,7,7,12,15,41,40,41,49,22,21,60,77,35,Average,Money motivated,Average,Average,Lazy,50,B-,3,83,FALSE,
5124,Miles,Walsh,4,FS,Man Coverage,45,72,206,Warren,Downey,CA,26,49,13,47,62,31,10,10,13,17,14,7,27,8,32,63,19,36,20,19,42,45,51,Average,Average,Average,Average,Average,68,A,3,83,FALSE,
5422,Mark,Molina,3,K,Power,38,72,205,Clovis East,Clovis,CA,13,12,11,20,18,31,28,51,7,10,16,18,8,7,9,16,4,2,15,16,66,69,52,Average,Average,Average,Average,Average,52,B,3,83,FALSE,
5034,Adrian,Evans,4,TE,Vertical Threat,41,76,231,Astronaut,Titusville,FL,31,39,39,24,20,34,9,9,39,22,12,10,33,40,19,69,50,23,15,17,70,67,35,Average,Championship seeking,Absent Minded,Legacy,Average,53,B-,3,83,FALSE,
5399,Kyle,Glennon,3,CB,Zone Coverage,38,71,184,Foster,Richmond,TX,17,43,12,52,32,26,1,8,4,4,4,8,12,5,13,55,14,15,15,18,38,62,43,Average,Adversarial,Average,Average,Average,62,B+,3,83,FALSE,
5437,Victor,Stone,3,OT,Pass Blocking,39,76,295,Pleasant Grove,Texarkana,TX,13,19,18,14,14,24,4,10,50,19,9,5,11,30,10,24,56,18,13,13,36,47,36,Never Studies,Average,Average,Prefers to be close to home,Average,32,C,3,83,FALSE,
5509,Erik,Evans,3,DE,Balanced,36,76,280,Slocomb,Slocomb,AL,20,35,19,19,17,23,6,11,8,37,3,7,8,3,37,46,41,37,11,16,45,30,45,Average,Average,Average,Average,Loud,41,C+,3,83,FALSE,
5615,Yefry,Carter,3,QB,Balanced,38,73,218,South Grand Prairie,Grand Prairie,TX,16,26,13,13,14,34,8,7,7,8,11,8,8,1,4,42,29,12,42,44,49,17,39,Average,Average,Average,Average,Average,52,C+,3,83,FALSE,
6026,Seth,Shamet,3,RB,Speed,35,70,196,LaGrange,LaGrange,GA,22,34,24,16,16,28,10,5,30,2,9,6,9,3,4,63,28,19,16,10,34,57,53,Never Studies,Average,Stoic,Average,Average,46,C+,3,83,FALSE,
6050,DeAndre,Wilkins,3,FB,Balanced,39,71,233,Sickles,Tampa,FL,25,34,31,14,14,28,7,9,46,20,8,4,7,46,21,45,45,17,19,11,38,25,50,Average,Average,Introvert,Average,Average,46,B-,3,83,FALSE,
6084,Sean,James,3,WR,Speed,38,72,199,North Royalton,North Royalton,OH,31,34,37,20,17,25,10,5,3,3,10,11,27,16,8,71,21,7,14,12,19,23,55,Average,Average,Relaxed,Average,Average,44,B-,3,83,FALSE,
6189,Eli,Winters,3,ILB,Coverage,34,73,224,Phoenix Christian,Phoenix,AZ,16,33,24,41,38,25,3,6,6,20,7,3,5,7,37,49,38,37,12,17,54,23,31,Average,Average,Average,Average,Average,32,C+,3,83,FALSE,
6669,Janarion,Norris,3,OLB,Speed,35,74,227,Northern,Owings,MD,12,39,19,35,35,27,10,9,9,22,9,7,9,8,34,60,38,43,18,15,60,29,19,Borderline failing,Average,Average,Average,Average,43,C+,3,83,FALSE,
6756,Lew,Nader,2,OG,Pass Blocking,31,77,276,Lincoln,San Diego,CA,10,13,7,16,8,21,1,0,41,8,10,9,10,22,8,19,45,11,8,12,40,19,44,Loves Learning,Average,Average,Is going to school mainly for academics,Skips Leg Day,44,C,3,83,FALSE,
6948,Rob,Meadows,2,SS,Zone Coverage,35,72,196,Mainland,Daytona Beach,FL,10,36,12,45,32,32,5,10,0,6,11,10,7,8,26,52,18,22,9,14,21,53,52,Average,Average,Teamwork,Prefers to play for an up-and-coming team,Lazy,67,B+,3,83,FALSE,
7221,Virgil,Culberson,2,C,Pass Blocking,32,74,290,Knoxville Catholic,Knoxville,TN,8,17,15,16,11,19,5,3,45,11,4,2,10,24,8,18,50,14,5,10,52,54,46,Average,Average,Average,Average,Average,43,B-,3,83,FALSE,
6305,C.J.,Tejada,3,WR,Route Runner,40,70,174,Mercyhurst Prep,Erie,PA,22,43,41,17,15,29,9,9,6,9,6,6,41,16,10,54,22,12,12,14,82,44,84,Average,Average,Average,Prefers to play for a national championship contender,Average,48,C,3,83,FALSE,
6431,Marquis,McCullers,3,DE,Balanced,36,75,260,New Caney,New Caney,TX,18,37,23,12,18,24,8,10,6,40,6,7,5,6,34,41,34,41,14,13,84,72,51,Average,I'm the starter,Stoic,Average,Loud,41,C+,3,83,FALSE,
6559,Fabian,Sexton,3,RB,Receiving,41,70,191,El Dorado,El Dorado,AR,23,44,43,18,13,27,3,0,29,4,7,9,28,12,5,65,27,19,16,18,91,33,59,Average,Average,Intelligent,Prefers to play for a team where he can start immediately,Average,47,C+,3,83,FALSE,
6694,Tommy,Springs,3,OT,Balanced,38,75,280,Jones,Orlando,FL,19,18,20,17,19,28,3,4,39,10,4,5,11,36,16,23,56,20,14,18,44,58,51,Average,Loyal,Average,Prefers to play for a specific coach,Average,57,B+,3,83,FALSE,
7324,Skye,Martin,2,QB,Pocket,32,75,226,St. Paul,Santa Fe Springs,CA,16,15,7,8,8,23,9,9,3,10,2,1,3,8,10,35,16,10,43,43,62,79,42,Average,Average,Average,Prefers to play in a different state,Average,55,C+,3,83,FALSE,
7401,Darius,Korver,2,DT,Pass Rusher,29,74,281,West Orange,Winter Garden,FL,12,30,11,8,11,20,6,8,5,36,3,8,5,7,25,29,31,35,9,5,77,47,62,Average,Average,Outgoing,Average,Average,46,C,3,83,FALSE,
7489,Eli,Worrilow,2,CB,Zone Coverage,33,72,181,Northwest Rankin,Brandon,MS,11,37,11,46,32,20,4,7,3,11,6,10,7,4,12,44,14,18,12,14,60,49,45,Takes AP classes,Average,Average,Average,Average,43,C+,3,83,FALSE,
7622,Sterling,Brown,2,OG,Run Blocking,34,75,288,Independence,Thompson's Station,TN,16,13,12,9,10,26,3,11,24,17,5,7,14,41,11,20,50,11,11,9,26,78,72,Frequent visits to the principal,Average,Introvert,Average,Average,63,B,3,83,FALSE,
10107,Matt,Zavala,4,WR,Possesion,42,74,194,Union County,Union,SC,32,39,51,23,22,28,13,12,8,7,7,15,35,16,10,60,30,11,21,16,34,49,43,Average,Average,Average,Prefers to play for a recent national championship winner,Average,54,C+,2,83,FALSE,
10088,Tyson,Serigne,4,OT,Balanced,41,74,295,Archer,Lawrenceville,GA,25,27,29,16,26,33,7,9,43,18,12,11,17,37,11,25,57,24,18,22,65,45,57,Average,Hates Tags,Average,Average,Persistant,50,C+,2,83,FALSE,
10057,Renato,De La Cruz,4,CB,Zone Coverage,40,69,183,Cedar Ridge,Round Rock,TX,16,46,8,54,36,28,5,12,11,12,13,12,14,6,12,56,15,21,21,15,36,72,51,Average,Average,Cooperative,Prefers to play for a recent national championship winner,Skips Leg Day,31,D+,2,83,FALSE,
10026,Vince,Gresham,5,DE,Balanced,46,75,273,Norfolk Academy,Norfolk,VA,25,46,26,23,22,34,13,14,12,44,8,13,12,14,43,55,48,54,26,29,17,42,45,Average,Average,Average,Average,Persistant,57,C+,2,83,FALSE,
10403,Jourdan,Conner,4,OLB,Speed,41,75,218,Tesoro,Rancho Santa Margarita,CA,19,45,22,44,43,35,8,10,11,24,15,10,12,14,41,70,45,43,22,21,50,61,58,Average,Average,Popular,Average,Complacent,75,A,2,83,FALSE,
10441,Josh,Joyner,4,ILB,Coverage,39,73,224,Booker T. Washington,Pensacola,FL,18,41,27,49,45,32,8,8,12,22,13,9,16,5,43,49,39,46,16,16,36,62,46,Average,Average,Average,Average,Average,56,B,2,83,FALSE,
10523,Matt,Neto,3,RB,Balanced,34,69,210,Marvin Ridge,Waxhaw,NC,32,32,26,13,20,28,10,9,29,10,4,7,2,5,8,61,27,15,11,11,86,54,52,Average,Average,Average,Average,Average,58,B,2,83,FALSE,
10618,Danny,Pouncey,3,TE,Receiving,33,74,238,St. Francis,La Canada,CA,25,32,33,15,16,26,5,2,33,18,7,10,26,36,18,47,45,18,16,12,77,47,53,Average,Average,Average,Prefers to be close to home,Skips Leg Day,50,C+,2,83,FALSE,
11028,Cole,Lasco,3,OG,Balanced,36,75,293,Duncanville,Duncanville,TX,19,20,20,19,18,26,9,5,39,20,7,5,6,33,13,22,49,17,10,17,44,38,55,Average,Average,Average,Multi-Sport,Footwork king,55,B,2,83,FALSE,
11068,Dan,Hutchison,3,FB,Blocking,35,73,252,St. James,Hagerstown,MD,19,24,19,15,21,24,8,6,43,3,7,8,2,45,8,33,46,19,10,12,40,78,59,Average,Average,Extroverted,Average,Average,40,C+,2,83,FALSE,
11124,Brooks,Burke,3,QB,Pocket,36,76,229,Montgomery,Semmes,AL,16,19,15,20,15,26,9,5,10,7,7,3,3,11,7,36,16,14,49,46,36,25,62,Studies hard,Highest bidder,Average,Average,Track Athlete,76,A+,2,83,FALSE,
11232,Fletcher,Falk,3,FS,Ball Hawk,36,70,194,Vidalia,Vidalia,GA,17,45,31,40,36,28,10,5,9,8,7,8,9,9,24,51,11,22,12,19,71,50,60,Average,Average,Average,Average,Average,64,A-,2,83,FALSE,
11784,T.J.,Huang,3,DT,Nose Tackle,32,76,321,Ouachita Parish,Monroe,LA,16,24,18,13,17,23,2,7,9,22,8,0,3,5,34,27,46,35,19,19,53,60,19,Average,Average,Average,Average,Average,31,C-,2,83,FALSE,
11847,Jake,Thuney,2,SS,Ball Hawk,28,72,195,Brentwood,Brentwood,TN,15,28,32,32,31,18,10,4,5,2,5,1,5,7,24,44,11,14,11,7,52,60,84,Naturally book smart,Average,Frail,Average,Lazy,45,B-,2,83,FALSE,
11963,Chad,Edmunds,2,C,Pass Blocking,30,77,290,Fairview,Boulder,CO,11,14,8,13,8,20,10,4,37,7,2,9,5,26,2,19,46,10,6,9,69,74,85,Class Clown,Average,Average,Average,Average,53,C+,2,83,FALSE,
12188,Drew,Curtis,2,P,Balanced,22,72,180,Appling County,Baxley,GA,6,15,11,7,13,19,8,7,7,6,23,23,11,6,4,11,9,10,10,8,80,51,56,Values academics,Average,Average,Average,Average,50,C+,2,83,FALSE,
11287,Von,Tosoni,3,DE,Speed Rusher,34,76,242,Etowah,Woodstock,GA,19,39,16,17,15,26,4,7,10,38,2,2,8,9,29,48,37,32,11,19,59,53,49,Average,Average,Average,Average,Average,52,B,2,83,FALSE,
11385,Brandon,Sherman,3,WR,Red Zone Threat,32,75,217,Wekiva,Apopka,FL,20,35,32,11,13,21,9,5,6,1,6,6,27,35,5,48,36,1,17,17,58,38,30,Average,Average,Average,Average,Skips Leg Day,43,C+,2,83,FALSE,
11533,Christian,McGill,3,CB,Zone Coverage,36,71,176,Franklin,Franklin,OH,13,40,10,47,33,23,1,7,5,7,11,4,8,10,14,54,17,13,14,19,57,63,28,Average,Average,Average,Average,Average,63,A-,2,83,FALSE,
11708,Aldrick,Lambo,3,RB,Power,29,71,233,Dover-Eyota,Eyota,MN,30,25,18,17,17,26,9,5,30,6,5,1,8,2,7,53,26,16,13,13,64,54,50,Average,Drafted team discount,Average,Prefers to play for an up-and-coming team,Film Room Genius,30,C-,2,83,FALSE,
12342,Spencer,Young,2,QB,Balanced,29,73,201,Wythe,Richmond,VA,12,16,7,12,9,23,2,7,1,0,0,4,0,6,10,35,19,6,36,37,52,58,40,Average,Average,Average,Prefers to play with former teammates,Average,37,C,2,83,FALSE,
12386,Keyvius,Niklas,2,OT,Run Blocking,30,75,300,Bedford North Lawrence,Bedford,IN,14,11,8,6,10,21,6,10,20,14,10,2,10,38,9,20,48,14,5,14,66,76,42,Average,Money motivated,Average,Average,Average,63,A,2,83,FALSE,
12496,KhaDarel,Clark,2,OLB,Pass Rush,30,76,256,Northern,Owings,MD,10,37,7,21,17,18,2,10,4,45,11,7,8,3,26,45,22,35,11,13,80,32,55,Loves Learning,Hometown hero,Average,Average,Average,73,A+,2,83,FALSE,
12636,Jeff,Urrutia,2,OG,Pass Blocking,32,75,291,King's Academy,Sunnyvale,CA,9,17,8,11,12,16,9,2,42,6,8,3,8,24,6,17,48,8,7,5,39,39,56,Average,Average,Average,Average,Average,36,C,2,83,FALSE,
15089,Jon,Wahl,4,K,Power,37,71,183,Lake Charles College Prep,Lake Charles,LA,18,16,24,18,23,28,26,50,13,6,19,21,7,13,13,21,9,6,20,21,57,44,28,Average,Average,Average,Is going to school mainly for academics,Skips Leg Day,77,A,1,83,FALSE,
15191,Ray-Ray,Last Name,4,FB,Rushing,38,72,223,Oaks Christian,Westlake Village,CA,29,33,20,24,24,25,7,9,43,8,10,7,8,43,15,51,51,20,15,24,46,48,58,Average,Hometown hero,Outgoing,Average,Average,66,B,1,83,FALSE,
14997,Byron,Jansen,4,DE,Run Stopper,36,74,292,Independence,Independence,LA,16,30,21,24,15,30,13,12,7,34,13,7,15,11,41,38,39,42,21,22,59,60,42,Average,Average,Outgoing,Average,Complacent,57,C+,1,83,FALSE,
14984,De'Angelo Sr.,Cedeno,4,OLB,Pass Rush,36,76,231,Clackamas,Clackamas,OR,18,44,20,27,27,26,10,9,5,48,10,6,8,12,32,47,30,41,15,24,79,69,36,Average,Average,Average,Average,Persistant,32,C,1,83,FALSE,
15378,Maikel,Milligan,4,DT,Pass Rusher,34,75,275,North Cross,Roanoke,VA,16,36,16,17,22,28,6,9,13,40,13,13,14,6,32,40,33,38,21,18,43,38,63,Average,Average,Average,Prefers to play for a team where he can start immediately,Average,58,B-,1,83,FALSE,
15413,Greg,Moncrief,4,OG,Pass Blocking,39,75,282,White,Jacksonville,FL,18,27,17,17,21,29,10,7,46,18,9,13,8,33,5,25,48,22,15,18,32,53,40,Average,Average,Average,Average,Average,20,C-,1,83,FALSE,
15471,Hyun,Baldwin IV,3,WR,Red Zone Threat,32,75,218,Millennium,Goodyear,AZ,22,31,33,19,19,25,1,3,3,1,9,4,26,31,2,46,28,8,15,19,72,36,44,Average,Average,Average,Average,Average,51,B-,1,83,FALSE,
15564,Travis,Street,3,QB,Balanced,31,73,210,Indian River,Philadelphia,NY,17,21,17,18,11,27,1,5,0,6,8,5,6,7,4,38,19,10,37,36,53,56,61,Average,Average,Average,Average,Persistant,51,B-,1,83,FALSE,
15969,Tyreek,Pondexter,3,OT,Pass Blocking,33,75,276,Mosley,Lynn Haven,FL,18,15,18,13,10,24,9,7,37,17,3,8,7,29,12,21,49,15,13,10,47,65,57,Average,Average,Eccentric,Prefers to play for an up-and-coming team,Average,50,B,1,83,FALSE,
16006,Nicky,Morimando,3,CB,Zone Coverage,33,71,185,Torrey Pines,San Diego,CA,19,36,7,44,31,23,8,0,5,4,2,8,1,8,15,47,15,12,13,18,35,72,44,Average,Average,Average,Prefers to play with former teammates,Film Room Genius,40,C+,1,83,FALSE,
16049,Trent,Viloria,3,RB,Receiving,32,70,212,Dawson County,Dawsonville,GA,22,40,31,18,12,20,0,1,19,7,3,3,27,6,1,55,16,12,12,13,90,31,50,Average,Average,Average,Average,Average,78,A,1,83,FALSE,
16152,Wes,White,3,ILB,Speed,30,74,221,Barron Collier,Naples,FL,11,33,18,31,34,22,7,8,9,16,5,8,5,4,36,49,33,28,17,14,54,31,57,More likely to get academic probation,Average,Average,Average,Average,22,C-,1,83,FALSE,
16658,Jean,Breslow,3,P,Power,28,72,195,Battlefield,Haymarket,VA,13,19,19,15,14,23,17,17,8,8,18,40,0,6,8,20,10,9,11,15,31,43,51,Average,Loyal,Intelligent,Prefers to play for a national championship contender,Gym Rat,32,D+,1,83,FALSE,
16708,Tyler,Woodard,3,TE,Vertical Threat,29,75,230,Poway,Poway,CA,17,31,28,16,14,21,0,5,29,22,8,7,18,33,17,49,40,12,17,15,42,44,23,Average,Average,Average,Average,Average,44,C,1,83,FALSE,
16869,Kurtis,Otanez,2,FS,Ball Hawk,25,71,193,Pope John XXIII,Sparta,NJ,6,29,23,27,25,15,3,4,1,1,6,6,9,6,12,43,13,17,9,14,38,37,36,Average,Average,Average,Prefers to play with former teammates,Film Room Genius,47,C,1,83,FALSE,
17107,Harrison,McQuaide,2,C,Pass Blocking,28,74,287,East Bay,Gibsonton,FL,6,14,8,10,15,19,7,2,38,11,6,1,8,19,2,18,44,11,9,12,28,25,53,Tutor,Market-driven,Stoic,Average,Average,43,C+,1,83,FALSE,
16259,Keone,Holmes,3,WR,Red Zone Threat,32,74,233,Kellyville,Kellyville,OK,19,30,35,20,15,23,5,7,8,2,5,5,27,37,9,45,30,10,13,16,65,45,64,Average,Average,Average,Prefers to play for a team with a rich history,Focuses on Max Weight,56,B+,1,83,FALSE,
16393,Kevin,Iglesias,3,DE,Balanced,32,75,275,Holly Springs,Holly Springs,NC,11,29,25,14,14,24,1,5,4,32,7,4,0,4,29,42,30,39,11,19,45,59,66,Average,Average,Average,Average,Complacent,66,B,1,83,FALSE,
16520,Dorance,Abreu,3,RB,Speed,29,70,202,Gladewater,Gladewater,TX,18,29,18,14,11,20,9,2,20,9,3,1,7,4,4,59,19,11,16,15,91,60,48,Average,Average,Average,Fanboy,Average,58,C+,1,83,FALSE,
16665,Julio,Jacobs,3,OT,Pass Blocking,34,76,286,Midway,Waco,TX,15,15,11,16,18,25,10,4,41,17,5,5,1,27,11,21,49,16,11,14,62,49,48,Average,Average,Disruptive,Average,Average,57,B,1,83,FALSE,
17306,Steven,Lasley,2,OG,Pass Blocking,28,73,291,Morehead,Eden,NC,6,14,11,10,7,17,5,1,33,8,9,2,9,22,4,16,43,8,11,11,49,50,56,Seeks out tutoring,Highest bidder,Average,Average,Average,33,C,1,83,FALSE,
17348,Kapron,Cabrera,2,CB,Man Coverage,29,72,180,Howard,Ellicott City,MD,14,31,12,22,41,19,6,1,3,9,2,6,9,6,9,45,8,10,12,12,56,53,21,Average,Average,Motivational,Prefers to be close to home,Average,48,B-,1,83,FALSE,
17449,Nick,DiMarco,2,ILB,Speed,24,73,215,Nederland,Nederland,TX,11,30,7,23,29,15,8,2,6,13,8,8,10,1,31,43,25,22,14,11,37,34,65,Average,Average,Average,Average,Average,34,C-,1,83,FALSE,
17578,Isaiah,Upton,2,QB,Scrambler,28,73,225,Mansfield Summit,Arlington,TX,30,24,12,10,14,22,3,10,10,9,4,9,3,9,6,60,25,8,26,28,14,53,57,Average,Average,Average,Average,Average,48,C+,1,83,FALSE,
189,Rashard,Richard,4,OT,Pass Blocking,47,76,295,Louisville,Louisville,OH,20,36,21,15,25,35,11,14,57,22,16,15,17,37,11,27,63,17,23,18,63,29,40,Average,Money motivated,Average,Prefers to play for a specific coach,Average,48,B-,4,84,FALSE,
569,Geoff,Martini,3,OG,Run Blocking,43,75,279,St. Mary Prep,Orchard Lake,MI,23,25,21,17,20,33,12,4,37,15,7,6,7,50,13,23,57,13,10,10,47,44,34,Average,Average,Paranoid,Average,Average,51,C+,4,84,FALSE,
655,Jesus,Radcliff,3,DE,Speed Rusher,40,77,227,Newton,Covington,GA,12,46,21,16,20,34,8,11,10,43,8,2,10,5,31,50,39,41,18,12,45,29,12,Average,Average,Average,Average,Average,45,C,4,84,FALSE,
253,Mickey,Turner,4,SS,Run Stopper,44,73,207,Bishop Kenny,Jacksonville,FL,25,44,17,43,46,34,14,9,14,15,14,6,15,16,52,57,43,43,23,22,67,33,56,Average,Average,Average,Prefers to play for an up-and-coming team,Average,46,C+,4,84,FALSE,
713,Alex,Francisco,3,K,Accuracy,36,72,174,Blytheville,Blytheville,AR,17,16,16,17,13,29,51,23,11,5,21,11,10,2,9,16,7,11,14,10,56,60,45,Average,Average,Average,Average,Average,28,C,4,84,FALSE,
795,Josh,Brown,3,CB,Zone Coverage,41,71,187,Pittsburg,Pittsburg,CA,13,48,11,50,38,30,8,11,5,8,2,5,4,9,11,55,21,20,19,16,53,62,65,Average,Average,Intelligent,Average,Track Athlete,43,C,4,84,FALSE,
881,Adrian,Shaw,3,FS,Run Stopper,41,72,196,Licking Valley,Newark,OH,19,49,19,41,43,30,7,11,11,7,11,3,12,12,40,58,37,41,10,13,52,51,44,Average,Average,Introvert,Average,Average,64,A,4,84,FALSE,
940,Ty,Lewis,3,DT,Pass Rusher,39,74,287,Godby,Tallahassee,FL,16,40,17,18,12,32,7,4,9,37,5,9,10,3,35,37,44,48,13,19,31,55,66,Average,Average,Paranoid,Average,Average,58,B,4,84,FALSE,
1139,Rick,Lampkin,3,WR,Red Zone Threat,39,75,213,Coconut Creek,Coconut Creek,FL,27,34,41,16,17,30,8,3,6,4,2,8,35,34,10,56,43,10,16,14,50,50,31,Average,Average,Vindictive,Average,Average,34,C,4,84,FALSE,
1333,Anthony,Jones,3,RB,Power,38,73,230,Bell County,Pineville,KY,39,38,23,15,20,32,9,9,36,2,11,7,4,11,11,61,36,22,14,13,45,40,59,Average,Average,Average,Average,Average,62,B-,4,84,FALSE,
1482,Dean,Covington,3,OLB,Coverage,38,74,228,Choctaw,Choctaw,OK,14,37,20,48,40,28,0,9,10,30,11,5,6,2,40,54,34,44,13,16,55,43,34,Sits at the front in class,Average,Average,Prefers to play for a recent national championship winner,Lazy,32,C,4,84,FALSE,
1549,Steven,Cabinda,3,TE,Blocking,38,76,250,Center Grove,Greenwood,IN,32,37,36,19,18,30,12,7,46,22,6,2,19,48,13,43,60,19,13,19,30,51,53,Average,Wants extensions,Average,Average,Average,52,C+,4,84,FALSE,
1803,Francis,Bazardo,3,QB,Scrambler,41,74,214,Jackson,Jackson,AL,33,38,21,12,17,34,3,9,8,11,4,6,2,13,2,77,37,19,39,40,52,56,52,Average,Average,Frail,Average,Average,55,B,4,84,FALSE,
2256,Brent,Glasgow,2,ILB,Speed,35,74,222,Jonesboro,Jonesboro,GA,10,40,10,37,39,22,6,8,12,17,0,10,10,13,44,59,39,34,12,6,27,42,46,Average,Average,Average,Average,Average,46,C+,4,84,FALSE,
3136,Dietrich,Williams,2,C,Run Blocking,32,74,296,Liberty-Eylau,Texarkana,TX,10,19,6,9,12,25,1,2,23,8,0,4,9,40,9,20,51,15,9,14,49,49,39,Average,Average,Irrational,Prefers to be close to home,Average,33,C,4,84,FALSE,
3395,Dan,Escobar,2,FB,Blocking,33,73,250,Barberton,Barberton,OH,13,22,17,9,11,23,3,5,49,3,5,10,3,43,2,34,44,10,8,5,31,52,34,Average,Average,Popular,Average,Average,40,C,4,84,FALSE,
1834,Alex,Bazile,3,WR,Possesion,42,74,197,Riverbend,Fredericksburg,VA,31,42,47,12,14,33,6,6,7,8,11,5,38,15,6,55,33,11,16,19,55,55,26,Average,Average,Average,Average,Average,53,B,4,84,FALSE,
1898,Carlos,Hassan,2,DE,Run Stopper,35,74,279,Pinellas Park,Largo,FL,8,29,13,5,6,26,10,8,7,33,6,6,3,3,39,42,38,39,11,6,46,68,51,Average,Average,Average,Prefers to play with former teammates,Average,47,B-,4,84,FALSE,
2144,Alex,Lewis-Harris,2,OT,Pass Blocking,34,77,295,Plainedge,Massapequa,NY,10,18,14,11,10,24,8,5,41,11,5,1,9,29,4,19,47,11,9,14,24,62,37,Wants to finish degree,Average,Average,Average,Average,40,C+,4,84,FALSE,
2207,Mo,Davenport,2,RB,Receiving,34,68,194,Northeastern,Elizabeth City,NC,22,37,31,11,10,25,1,7,25,1,3,7,27,3,11,60,20,9,11,14,41,47,43,Average,Average,Reliable,Average,Average,35,C,4,84,FALSE,
2659,Sergio,Smith,2,CB,Man Coverage,35,72,183,Kennewick,Kennewick,WA,10,41,18,26,45,21,4,8,6,7,7,2,13,6,7,54,13,15,11,12,44,58,50,Wants to finish degree,Highest bidder,Average,Average,Average,42,C,4,84,FALSE,
2908,Chin-hui,Waddle,2,OG,Run Blocking,38,76,301,Pleasant Valley,Chico,CA,14,16,12,14,14,24,0,8,33,9,5,6,3,47,10,23,48,17,7,5,41,73,66,Average,Average,Average,Average,Average,45,C+,4,84,FALSE,
